,Title,Published_date,Views,Likes,Comments
719,Aldehydes & Ketones 04 : Preparation of Benzaldehyde : Etard's Reaction & Gatterman Koch Reaction,2019-10-01T09:39:30Z,668888,21122,1378
720,The p-Block Elements 16 :Group 17 Elements -3 :Anomalous behaviour of Fluorine & Chemical PropertieS,2019-09-29T15:23:58Z,38018,1283,213
721,Ray Optics 07 : Magnification - Magnification & Mirror's Formula Best Numericals JEE/NEET,2019-09-27T17:43:34Z,1179767,35680,2168
722,Ray Optics 06 : Mirror's Formula -Derivation for Concave & Convex Mirror +Basic Numericals + Concept,2019-09-26T14:03:24Z,1562708,43222,1904
723,Ray Optics 05 : Image Formation by Concave & Convex Mirror for Different Position of Object JEE/NEET,2019-09-25T11:46:26Z,1312216,37627,1900
724,The p-Block Elements 15 :Group 17 Elements -2 : Properties ( Colour & Oxidising Nature) JEE/NEET,2019-09-25T10:43:21Z,34559,1188,120
725,The p-Block Elements 14 :Group 17 Elements -1 : HALOGENS - Introduction JEE/NEET,2019-09-24T07:47:00Z,56845,1962,157
726,"Ray Optics 04 : Spherical Mirrors: Introduction :Focus ,Focal Length & Focal Plane - Sign Convention",2019-09-22T14:31:45Z,1557455,42332,2252
727,Aldehydes & Ketones 03 : Preparation of Aldehydes  : Rosenmund's Reduction & Stephen's Reduction,2019-09-21T18:00:03Z,691006,22793,947
728,Aldehydes & Ketones 02 : Preparation of Aldehydes & Ketones -2 Dry distillation of Carboxylic acids,2019-09-21T13:12:08Z,888395,24580,1391
729,The p-Block Elements 13 :Group 16 Elements -9 : Sulphuric Acid JEE/NEET,2019-09-20T13:03:47Z,41382,1441,130
730,Ray Optics 03 : Velocity in Plane Mirror - Velocity of Object & Velocity of Image JEE/NEET,2019-09-20T11:22:28Z,1313649,37633,2086
731,Ray Optics 02 : Number of Images formeed by Two Plane Mirrors JEE/NEET,2019-09-18T12:07:33Z,2060894,51464,3162
732,12 Chap 11 : Aldehydes & Ketones 01 : Methods of Preparation of Aldehydes and Ketones JEE/NEET,2019-09-17T12:36:35Z,1740300,45670,2232
733,The p-Block Elements 12 :Group 16 Elements -8 : Sulphur Dioxide : Complete Lecture JEE/NEET,2019-09-17T07:39:02Z,39072,1307,170
734,12th Chapter 9 : Ray Optics 01 : Introduction & Reflection in a Plane Mirror  JEE /NEET,2019-09-16T13:57:53Z,5502362,129839,7411
735,Alternating Current 08 : Transformers - STEP UP & STEP DOWN - Energy Losses in Transformers JEE/NEET,2019-09-14T09:23:31Z,1333725,43989,2279
736,Magnetism and Matter 05 : HYSTERESIS CURVE -( Funny Kahani )- Retentivity and Coercivity  JEE/NEET,2019-09-12T14:15:42Z,945135,31864,2022
737,The p-Block Elements 11 :Group 16 Elements -7 : Sulphur - Allotropic forms and Oxoacids Of Sulphur,2019-09-12T06:18:01Z,47839,1725,200
738,"Magnetism and Matter 04 : Properties of Dia , Para & Ferromagnetic Substances + Curie's Law JEE/NEET",2019-09-10T19:30:46Z,1140357,30896,1575
739,"Alcohols , Phenols n Ethers 14 :Properties Of Ethers : Reaction of with HI & Reaction of Aryl Ethers",2019-09-09T13:26:29Z,501545,18305,1374
740,"The p-Block Elements 10 :Group 16 Elements -6 : Ozone - Preparation , Properties & Uses JEE/NEET",2019-09-08T14:20:50Z,51892,1878,196
741,"Alcohols , Phenols n Ethers 13 :Preparation Of Ethers -Dehydration of Alcohol & Williamson Synthesis",2019-09-08T11:11:38Z,563450,19132,884
742,The p-Block Elements 09 :Group 16 Elements -5 : Simple Oxides and Types of Oxides JEE/NEET,2019-09-06T16:11:47Z,45856,1539,199
743,"Alcohols , Phenols n Ethers 12 I Properties Of Phenol 2 : Reimer Tiemann & Kolbe's Reaction JEE/NEET",2019-09-06T15:45:41Z,584818,19341,940
744,"Alcohols , Phenols n Ethers 11 I Properties Of Phenol 2 :Esterification &  Reactions of Benzene Ring",2019-09-05T13:45:21Z,527578,16664,1221
745,The p-Block Elements 08 :Group 16 Elements -4 : DiOxygen or Oxygen JEE/NEET,2019-09-04T13:20:16Z,52574,1670,218
746,"Alcohols , Phenols n Ethers 10 II Properties Of Phenols 1 : Acidic Nature Of Phenols JEE/NEET",2019-09-04T11:38:01Z,572325,18498,1189
747,"Alcohols , Phenols n Ethers 09 II Preparation Of Phenols  - All Methods in One Video JEE/NEET",2019-09-03T09:47:55Z,717046,21513,1032
748,The p-Block Elements 07 :Group 16 Elements -3 : Reactivity with Oxygen and Halogens JEE/NEET,2019-09-02T08:33:45Z,53133,1675,278
749,Alternating Current 07 : L-C Oscillations - Concept + FEEL + Equations + Numerical JEE/NEET,2019-08-31T13:51:04Z,1141596,34021,2063
750,The p-Block Elements 06 :Group 16 Elements -2 : Oxidation State & Reactivity + Reactivity of Hydride,2019-08-31T05:10:04Z,59274,1813,215
751,"Alternating Current 06 : Resonance in L-C-R Circuit I Radio tuning , Bandwidth and Q-factor JEE/NEET",2019-08-30T09:57:32Z,1363233,39144,2090
752,The p-Block Elements 05 : Group 16 Elements -1 : Occurence and Physical Properties JEE/NEET,2019-08-30T05:39:01Z,105038,3280,354
753,Alternating Current 05 : Sries L-C-R Circuit - 100% Concept + Basic to High Level Numerical JEE/NEET,2019-08-28T02:46:54Z,1606253,44519,2224
754,The p-Block Elements 04 : Group 15 Elements : Reaction with Hydrogen -Formation of Hydrides JEE/NEET,2019-08-26T08:13:39Z,77472,2219,319
755,The p-Block Elements 03 : Group 15 Elements - Oxidation State and Reactivity JEE/NEET,2019-08-25T09:00:35Z,114267,3232,348
756,"Alternating Current 04 : Circuit Theory 3 : Power in AC , Power Factor and CHOKE COIL  JEE/NEET",2019-08-24T12:04:57Z,1107949,33120,1919
757,The p-Block Elements 02 : Group 15 Elements - Physical Properties JEE/NEET,2019-08-24T03:38:08Z,153138,3954,379
758,Live Chat - Syllabus / Motivation / AC / Organic /Ray Optics / Video Frequency Increasing,2019-08-22T15:56:55Z,234352,15724,1474
759,Alternating Current 03 : Circuit Theory 2 : L-R Circuit and C-R Circuit II Impedence II JEE/NEET,2019-08-22T10:43:27Z,1501255,39372,2160
760,Class 12 chap 6 II The p-Block Elements 01 : Group 15 Elements : Introduction,2019-08-21T14:47:15Z,554392,14430,1306
761,Inorganic Chemistry Comeback - By Anil kr. Awasthi Sir,2019-08-20T15:18:56Z,96105,5563,722
762,"Alternating Current 02 : Circuit Theory 1- Pure Resistive , Pure Inductive & Pure Capacitive Circuit",2019-08-20T13:39:27Z,1905573,48600,2508
763,Class 12 chap 7 Alternating Current 01 II AC DC Current ; Average Value and RMS Value JEE/NEET,2019-08-19T13:36:05Z,3203017,78933,4050
764,ElectroMagnetic Induction 09 II A.C Generator - Working of A.C Generator and a Famous Story JEE/NEET,2019-08-13T11:48:21Z,1281421,45176,3003
765,"Alcohols , Phenols n Ethers 08 II Properties Of Alcohols 4 : Oxidation Of Alcohols JEE/NEET",2019-08-11T14:00:33Z,535028,18284,1148
766,"Alcohols ,Phenolsn Ethers 07 II Properties Of Alcohols 3 : Dehydration Of Alcohols JEE/NEET",2019-08-09T11:43:59Z,665111,17794,1015
767,"Alcohols, Phenols n Ethers 06 : Properties of Alcohols 2 : Lucas Test  JEE/NEET",2019-08-08T10:58:27Z,517679,17538,830
768,"Alcohols, Phenols n Ethers 05 : Properties of Alcohols 1 : Acidic Nature - ESTERIFICATION JEE/NEET",2019-08-08T08:23:36Z,815720,23613,1019
769,"Alcohols, Phenols n Ethers 04 : Preparation of Alcohols 3 : From Grignard's Reagant JEE/NEET",2019-08-07T05:12:17Z,714875,21416,1016
770,"Alcohols, Phenols n Ethers 03 : Preparation of Alcohols 2: From Carbonyl Compounds & Carboxylic acid",2019-08-04T20:08:53Z,877619,23668,1238
771,"Alcohols , Phenols and Ethers 02 : Preparation of Alcohols 1 : From Alkenes  JEE/NEET",2019-08-03T12:45:02Z,1627337,36766,2712
772,"12 chap 10 : Alcohols ,Phenols and Ethers 01 : Introduction , Classification & Nomenclature JEE/NEET",2019-08-02T22:23:45Z,2145334,56071,2256
773,ElectroMagnetic Induction 08 II Mutual Inductance : Mutual Inductance of co-axial Solenoids JEE/NEET,2019-08-01T04:37:36Z,1041284,31927,1654
774,ElectroMagnetic Induction 07 II Growth and Decay of Current in L-R Circuit  JEE/NEET,2019-07-31T12:41:24Z,1063771,30337,1546
775,ElectroMagnetic Induction 06 II Self Inductance & Inductor II Self Inductance of a Solenoid JEE/NEET,2019-07-30T22:14:47Z,1376616,39571,1587
776,ElectroMagnetic Induction 05 : Motional EMF 3 II Motional EMF in Rotating Rod JEE /NEET,2019-07-28T14:17:16Z,909333,26845,1660
777,ElectroMagnetic Induction 04 : Motional EMF 2 II Conceptual RAIL Problems in Motional EMF JEE/NEET,2019-07-27T23:33:34Z,930803,25435,1110
778,ElectroMagnetic Induction 03 : Motional EMF 1 II e = Bvl Derivation and Best Numericals JEE/NEET,2019-07-27T12:51:24Z,1720603,41877,2364
779,ElectroMagnetic Induction 02 : Induced EMF in Rotating Coils - Numericals on Faraday's Law JEE /NEET,2019-07-26T10:08:55Z,1415712,35921,1931
780,12 Chap 6 II ElectroMagnetic Induction 01 : Magnetic Flux II Faraday's Law & Lenz's Law JEE/NEET,2019-07-24T22:58:09Z,4435722,106948,5901
781,"Magnetism and Matter 03: Magnetisation and Magnetic Intensity - Cause of Dia , Para & Ferromagnetism",2019-07-22T14:20:18Z,1586653,37508,2319
782,HaloAlkanes and HaloArenes 09 : Chemical Properties of HaloArene  JEE/NEET,2019-07-20T19:13:22Z,853960,25840,1734
783,HaloAlkanes and HaloArenes 08 : Preparation of HaloArene  - Sandmeyer n Gattermann Reaction JEE/NEET,2019-07-19T10:20:11Z,896676,29140,1192
784,HaloAlkanes and HaloArenes 07: Properties of Haloalkane 4 : Reaction with Metals JEE/NEET,2019-07-18T14:29:31Z,713550,20588,990
785,Magnetism and Matter 02 II The Earth's Magnetism - Angle of Dip and Angle of Declination JEE/NEET,2019-07-17T12:37:48Z,2327971,60500,3237
786,Magnetism and Matter 01 II Magnetic Field Lines II Bar Magnet in Uniform Magnetic Field II JEE /NEET,2019-07-16T09:03:30Z,2350197,64959,3021
787,Current Electricity 16 :  Conversion Of Galvanometer to Ammeter & Voltmeter JEE /NEET,2019-07-06T13:50:33Z,1574972,47708,2964
788,HaloAlkanes and HaloArenes 06 : Properties of Haloalkane 3 :Elimination Reaction - E1 & E2 JEE/NEET,2019-07-05T15:58:50Z,1179320,27619,1603
789,HaloAlkanes and HaloArenes 05 :Reaction with KOH /AgOH /KCN /AgCN /KNO2 /AgNO2 /NH3 / RONa /H2O,2019-07-05T14:10:09Z,1014797,26063,1393
790,"Moving Charges n Magnetism 16: Moving Coil Galvanometer - Radial Field, Current n Voltage Senstivity",2019-07-04T15:24:11Z,1593943,47433,3177
791,Moving Charges n Magnetism 15 :Torque on a Current Loop in Uniform Magnetic Field JEE/NEET,2019-07-03T00:17:48Z,1189817,37423,1690
792,Moving Charges n Magnetism 14 : Magnetic Moment :Current Loop as Magnetic Dipole : JEE/NEET,2019-07-02T14:48:19Z,1270543,34645,2159
793,Moving Charges n Magnetism 13 : Force Between Parallel infinite Current Carrying Conductor JEE/NEET,2019-07-01T15:58:12Z,995235,32581,2326
794,Moving Charges n Magnetism 12 : Force on a Current Carrying Conductor in Magnetic Field JEE/NEET,2019-07-01T14:04:06Z,1277650,33620,1555
795,Moving Charges n Magnetism 11 : Cyclotron : Construction-Working-Uses-Limitations JEE /NEET,2019-06-29T14:28:47Z,1219097,38129,2140
796,HaloAlkanes and HaloArenes 04 : Properties of HaloAlkanes 1 : SN1 and SN2 Reaction JEE/NEET,2019-06-28T15:21:20Z,2365814,52715,2813
797,HaloAlkanes and HaloArenes 03 :Preparation Of HaloAlkanes 3 - Halogen Exchange & Hunsdiecker Method,2019-06-28T13:59:52Z,1179229,30301,1873
798,HaloAlkanes and HaloArenes 02 :Preparation Of HaloAlkanes 2 -From Alcohols :Lucas Reagant and others,2019-06-27T16:14:02Z,2106004,47522,2393
799,HaloAlkanes and HaloArenes 01 : Preparation Of HaloAlkanes 1 - From Alkanes and Alkene : JEE/NEET,2019-06-24T14:20:45Z,5058098,132090,8399
800,Moving Charges n Magnetism 10 : Lorentz Force - Motion of Charge in Electro-Magnetic Field JEE /NEET,2019-06-21T14:26:51Z,1185770,35897,2226
801,Hydrocarbons 16 : Properties of Alkenes 5 : Ozonolysis : Addition of Ozone JEE/NEET,2019-06-19T07:09:45Z,560610,18515,1685
802,Moving Charges n Magnetism 09 : Helical Path of Charge Particle in Magnetic Field : JEE /NEET,2019-06-18T15:43:23Z,983336,30744,2428
803,Moving Charges n Magnetism 08 : Motion of a charged Particle in Magnetic Field : JEE /NEET,2019-06-17T22:29:16Z,1518796,41447,2105
804,Moving Charges n Magnetism 07 : Force on a Moving Charge in Magnetic Field : Magnetic Force JEE/NEET,2019-06-17T12:11:42Z,1498242,43006,2565
805,Hydrocarbons 15 : Properties of Alkenes 4 : Addition of Water : OxyMercuration - Demercuration,2019-06-14T13:33:32Z,304489,9665,637
806,Hydrocarbons 14 : Properties of Alkenes 3 : Addition of Water : HydroBoration - Oxidation JEE/NEET,2019-06-14T09:48:13Z,351273,10731,614
807,Moving Charges n Magnetism 06 : Toroid I Magnetic Field due to Toroid : Ampere's Law JEE/NEET,2019-06-12T23:21:43Z,1136207,32427,1723
808,Moving Charges n Magnetism 05 : Solenoid I Magnetic Field due to Solenoid : Ampere's Law JEE/NEET,2019-06-12T15:57:13Z,1967891,44396,2395
809,ORganic Chemistry क्यों समझ  नहीं  आती ? How to Start Class 12th Organic Chemistry I,2019-06-11T15:46:41Z,3373878,159464,9824
810,Hydrocarbons 13 : Properties of Alkenes 2 : Addition of Water : Acid Catalysed Hydration of Alkene,2019-06-11T12:21:53Z,328847,10237,883
811,"Hydrocarbons 12 : Properties of Alkenes 1 : Addition of Hydrogen , Halogen and Halogen Acid JEE/NEET",2019-06-10T22:51:52Z,522166,13596,1043
812,Moving Charges n Magnetism 04 :Ampere's Circuital Law :Magnetic Field due to Infinte wire n Cylinder,2019-06-10T15:21:49Z,2396633,57827,2580
813,Hydrocarbons 11 : Preparation of Alkenes 2 : From Alkyne -Birch Reduction and LindLar's Catalyst,2019-06-10T08:27:51Z,356951,11301,550
814,Hydrocarbons 10 : Preparation of Alkenes 1 : Dehydration Of Alcohols and From Alkyl Halide JEE/NEET,2019-06-08T15:26:59Z,674711,18645,1158
815,Moving Charges n Magnetism 03 : Magnetic Field on the axis of a Circular Current Loop JEE MAINS/NEET,2019-06-06T16:53:03Z,1926124,51080,2203
816,Moving Charges n Magnetism 02 : Magnetic Field due to Circular Current Carrying Loop n Arc JEE/NEET,2019-06-06T14:39:26Z,2468212,58300,2960
817,Moving Charges and Magnetism 01 : Biot-Savart  Law : Magnetic Field due to Straight Wire JEE/NEET,2019-06-05T13:42:00Z,5534169,129894,7023
818,How to Manage Relationships or Love During Studies ? Do Relationships Affect Studies? Clip from Live,2019-06-04T16:20:09Z,1263555,71062,4526
819,Electrostatic Capacitance 19 : RC Circuit - How to Solve Circuit with Resistor & Capacitor both,2019-06-04T13:14:35Z,807412,21591,1243
820,Electrostatic Potential n Capacitance 18 :Charging and Discharging of Capacitor -RC Circuit JEE/NEET,2019-06-04T06:22:26Z,1059942,28372,1740
821,Chemical Kinetics 12 : Parallel First Order Reaction Kinetics JEE/NEET,2019-06-01T18:59:58Z,566572,18890,1690
822,Chemical Kinetics 11 : Complex Reaction - Mechanism of Reaction -Steady State Approximation JEE/NEET,2019-06-01T14:24:34Z,867210,24553,1485
823,IIT नही तो Kuch bhi Nahi ? - Depressed due to IIT or NEET ? - A small Clip from Live Session,2019-05-31T12:29:43Z,395141,26155,1230
824,How To Balance Boards with IIT Or NEET Preparation ? - A small Clip from Live Session,2019-05-31T04:58:18Z,252776,14027,373
825,Live Chat PART 2 : Q n A - Your Queries and My Answers - कुछ  सवालों के जवाब देना जरूरी है,2019-05-30T17:04:10Z,144904,8472,638
826,Current Electricity 15 : PotentioMeter :Measurement of EMF of Cell and internal resistance of Cell,2019-05-30T16:53:21Z,2595476,70568,4213
827,Live Chat PART 1 : Q n A - Your Queries and My Answers - कुछ  सवालों के जवाब देना जरूरी है,2019-05-30T15:22:30Z,93686,6006,528
828,Current Electricity 14 : Meter Bridge -  All Concepts with Previous year IIT Problems JEE/NEET,2019-05-29T00:02:39Z,1789712,52611,2356
829,Current Electricity 13 : Electrical Power and Energy I Which BULB Glows Brighter ?JEE/NEET,2019-05-28T12:28:42Z,1543606,44165,2608
830,Chemical Kinetics 10 : Arrhenius Equation I Effect of Temperature on Rate of Reaction JEE/NEET I,2019-05-27T15:45:15Z,1345657,36537,1971
831,Chemical Kinetics 09 : Molecularity of Reaction I Pseudo Order Reaction I Molecularity JEE/NEET,2019-05-25T14:14:36Z,1009048,31244,1498
832,"Current Electricity 12 : Combination Of Cells -Series, Parallel and Mixed Grouping of Cells JEE/NEET",2019-05-24T16:15:57Z,1767975,46522,2228
833,Current Electricity 11: Kirchhoff's Law - Kirchhoff's Current Law & Kirchhoff's Voltage Law JEE/NEET,2019-05-24T13:51:22Z,4712497,123925,8638
834,"Current Electricity 10 : Cells, EMF , Internal Resistance and Terminal Voltage JEE MAINS/NEET",2019-05-24T11:18:57Z,2303351,70264,3090
835,Current Electricity 09 : Symmetry Rule : Combination of Resistor -4 : Most Complex Circuits JEE/NEET,2019-05-22T15:02:14Z,2069623,62422,3256
836,Current Electricity 08 : Wheat Stone Bridge - Combination of Resistors - Part 3  JEE MAINS/NEET,2019-05-21T13:30:01Z,1918118,58949,2397
837,Current Electricity 07 : Combination Of Resistors - Part 2 ( Potential Method and Infinite Network),2019-05-20T15:05:53Z,1454309,47996,7784
838,Current Electricity 06 : Combination of Resistors - Part 1 (Basics ) - JEE MAINS/NEET,2019-05-20T13:28:33Z,1812894,49100,1882
839,Chemical Kinetics 08 : How to Determine Order of Reaction? Half Life Method & other methods JEE/NEET,2019-05-19T16:34:12Z,965531,29543,0
840,"Chemical Kinetic 07 : Second , Third & nth Order  Reaction & Kinetics - All Formulae -JEE MAINS/NEET",2019-05-18T12:28:07Z,841103,25368,1162
841,Chemical Kinetics 06 : FIRST Order Kinetics IComplete First Order Reaction with Best Tricks -JEE/NEE,2019-05-18T00:50:44Z,1716260,42733,2285
842,Current Electricity 05 : Ohm's Law  (Scalar and Vector Form ) and Current Density JEE MAINS/NEET,2019-05-17T09:03:32Z,1571823,44288,1803
843,Current Electricity 04 : Colour Coding of Carbon Resistor I Boards Topic Colour coding of Resistance,2019-05-16T14:26:53Z,1153861,35892,1517
844,Current Electricity 03 : Effect of Temperature on Resistance or Resistivity JEE MAINS/NEET,2019-05-16T12:39:37Z,1786620,45574,1979
845,"Current Electricity 02 :  Resistance -  Defination  , Origin and Numericals on R=pl/A JEE /NEET",2019-05-16T00:24:07Z,2275201,52620,2335
846,Chemical Kinetics 05 : ZERO Order Kinetics I Rate Law and Half Life Of Zero Order- JEE MAINS/NEET,2019-05-15T12:44:42Z,1769757,44458,2223
847,Chemical Kinetics 04 : Initial Rate Method to Determine Order of Reaction n Rate Law JEE MAINS/NEET,2019-05-14T17:41:19Z,1407053,37721,1853
848,Class 12 chapter 3 : Current Electricity 01 : Electric Current and Drift Velocity JEE MAINS/NEET,2019-05-09T16:52:28Z,6239446,162444,10219
849,Chemical Kinetics 03 : Rate Law and Order Of Reaction JEE MAINS/NEET,2019-05-08T15:09:54Z,2345533,55978,2422
850,Chemical Kinetics 02 : Factors Affecting Rate of Reaction - 7 Factors JEE MAINS/NEET,2019-05-07T22:50:08Z,1691777,45915,1626
851,Class 12 chap 3 : Chemical Kinetics 01 : Introduction -  Rate of Reaction JEE MAINS/NEET,2019-05-06T16:59:32Z,3855374,98171,5497
852,Electrostatic Potential n Capacitance 17 : Spherical Capacitor and Cylindrical Capacitor,2019-05-05T17:00:56Z,706598,20135,962
853,Electrostatic Potential n Capacitance 16 :CHARGE DISTRIBUTION METHOD to find Equivalent Capacitance,2019-05-05T14:02:11Z,1016335,26874,1243
854,Electrostatic Potential n Capacitance 15 : Circuits with Capacitor and Resistor both :JEE MAINS/NEET,2019-05-05T07:07:40Z,1010496,26585,1135
855,ElectroChemistry 09 : Variation of Molar Conductivity with Concentration -KOHLRAUSCH'S LAW JEE /NEET,2019-05-03T14:47:00Z,1793690,46015,3387
856,ElectroChemistry 08 : Electrolytic Conductance - Conductivity - Molar and Equivalent Conductivity,2019-05-01T14:03:50Z,1861694,44407,2299
857,Electrostatic Potential n Capacitance 14 : Dielectric Inserted with Battery Connected or Removed,2019-04-30T14:26:31Z,1105397,28762,1663
858,Electrostatic Potential n Capacitance 13 : Effect of Dielectric in Capacitors  JEE MAINS/NEET,2019-04-29T14:24:52Z,2007237,48788,4714
859,Electrostatic Potential n Capacitance 12 : Combination Of Capacitors -2 Infinite Network & Many more,2019-04-28T11:56:39Z,1654916,43758,5488
860,Electrostatic Potential n Capacitance 11 : Series and Parallel Combination Of Capacitors -1 (BASICS),2019-04-27T16:12:15Z,2101162,55253,3750
861,ElectroChemistry 07 : Faraday's Laws Of Electrolysis with IIT Questions JEE MAINS/NEET,2019-04-26T15:24:26Z,1843648,48501,3905
862,ElectroChemistry 06 : Electrolysis OR ElectroChemical Cell : Introduction - Product at Electrode,2019-04-25T15:43:26Z,2162743,49068,2830
863,Electrostatic Potential and Capacitance 10 : CAPACITOR-2 : Parallel Plate Capacitor JEE MAINS/NEET,2019-04-24T11:28:58Z,2212094,56689,4120
864,Electrostatic Potential  and Capacitance 09 : CAPACITOR -1: Introduction : Spherical Capacitance JEE,2019-04-22T16:13:23Z,2572376,70679,6273
865,ElectroChemistry 05 : ElectroChemicalSeries : Learning Trick and IIT Questions on Concept,2019-04-21T13:28:15Z,1560544,42749,1831
866,Electrostatic Potential and  Capacitance 08 : Potential Energy of Electric Dipole in Uniform Field,2019-04-20T14:52:19Z,1320132,44807,2591
867,ElectroChemistry 04 : Standard Hydrogen Electrode (SHE) : Theory and Numericals JEE MAINS/NEET,2019-04-19T04:46:29Z,1686065,42239,1927
868,Electrostatic Potential and  Capacitance 07 : Electrostatic Potential Energy JEE MAINS/NEET,2019-04-17T14:06:11Z,1561349,39884,2740
869,Electrostatic Potential and  Capacitance 06 : Equipotential Surfaces JEE MAINS/NEET,2019-04-16T12:51:34Z,1190754,35624,1673
870,ElectroChemistry 03 : NERNST EQUATION for Electrode Potential and EMF of Cell JEE MAINS/NEET,2019-04-15T13:03:02Z,2835510,63312,3807
871,ElectroChemistry 02 : Electrode Potential and EMF Of Cell - Basics JEE MAINS/NEET,2019-04-13T17:49:35Z,3407952,77590,6588
872,Electrostatic Potential and  Capacitance 05 :  Potential in Concentric Shells JEE MAINS/NEET,2019-04-13T02:12:07Z,1295100,34553,2258
873,Physics Wallah Live  : Website Aa Gae  PART 2 : Have Patience - Traffic Jyada hai Site p Abhi,2019-04-11T16:05:32Z,148649,6795,1737
874,Physics Wallah Live  : Website Aa Gae  PART 1 : Have Patience - Traffic Jyada hai Site p Abhi,2019-04-11T15:08:30Z,138525,5702,727
875,Electrostatic Potential and  Capacitance 04 : Potential due to Charged Spheres JEE MAINS/NEET,2019-04-10T15:31:07Z,1512922,35913,2314
876,Laws Of Motion - One Shot -Complete Chapter - NLM Full Chapter Revision I Class 11/JEE MAINS/NEET,2019-04-10T02:03:53Z,2382132,74815,3863
877,Class 12 Chapter 2 I ElectroChemistry 01 : Daniell Cell - Electrochemical / Galvanic / Voltaic Cell,2019-04-09T12:44:58Z,4649592,114308,6458
878,Electrostatic Potential and  Capacitance 03 : Relation between Field (E) and Potential (V) JEE/NEET,2019-04-09T01:43:40Z,2080555,49233,6394
879,Electrostatic Potential and  Capacitance 02 : Potential due to an Electric Dipole,2019-04-06T13:26:44Z,2020593,53556,2531
880,Solutions 10 I Solubility and Henry's Law - Complete Concept with IIT 2009 Numerical,2019-04-06T06:52:23Z,1543909,43197,2360
881,Class 12 Chapter 2 I Electrostatic Potential and  Capacitance 01 : Electric Potential Introduction,2019-04-05T16:32:11Z,5345383,122486,8415
882,Solutions 09 I Previous Year IIT Questions - JEE MAINS/ JEE ADVANCED of Colligative Properties,2019-04-04T22:29:32Z,707465,18063,1260
883,Solutions 08 I Van't Hoff Factor and Abnormal Molar Masses - Most Important Concept IIT JEE/NEET,2019-04-04T14:47:23Z,2049366,50793,3278
884,Class 11 Physics chapter 1 : Physical World  - What is Physics and its Scope - Complete Chapter,2019-04-03T22:02:50Z,5915577,170057,13757
885,Solutions 07 I Colligative Property -Osmotic Pressure :Concept and Numericals JEE/NEET,2019-04-03T17:22:50Z,1568493,42754,2463
886,Electric Charges and Fields 17 I Electric Field due to Charged Spheres and Shells Part 2 JEE /NEET,2019-04-03T01:35:24Z,1060676,25255,2025
887,Electric Charges and Fields 16 I Electric Field due to Charged Spheres and Shells Part 1 JEE /NEET,2019-04-02T13:51:44Z,1698416,47457,2797
888,Solutions 06 I Colligative Property -  Depression in Freezing Point :Concept and Numericals JEE/NEET,2019-04-01T14:56:46Z,1479565,37373,1878
889,Solutions 05 I Colligative Property -  Elevation in Boiling Point  : Concept and Numericals JEE/NEET,2019-04-01T13:47:24Z,1752392,43286,2235
890,Class 12th Starting से Plan To Get 90% in Boards II Best strategies for Class 12th from Begining II,2019-03-31T14:55:54Z,3102135,157724,11171
891,Electric Charges and Fields 15 I Electric Field due to Infinite Plane Sheet Of Charge JEE MAINS/NEET,2019-03-31T12:49:19Z,1535009,39761,1759
892,Electric Charges and Fields 14 | Electric Field due to Infinite linear Charge and Cylinders JEE/NEET,2019-03-31T11:00:47Z,2045229,47942,2326
893,Electric Charges and Fields 12 |  Electric Flux Through a Cone or Disc JEE MAINS/NEET II,2019-03-30T16:41:29Z,1363158,29391,1350
894,Electric Charges and Fields 13 | Gauss Law : All Concept and Numericals JEE MAINS/NEET II,2019-03-30T16:04:47Z,3710146,97902,5993
895,CBSE Syllabus 2019- 2020 : Ray Optics and Solid State ? Physics and Chemistry,2019-03-29T16:26:55Z,331444,11792,2388
896,Electric Charges and Fields 11 | Gauss Law Part 1 - Electric Flux and Area Vector JEE MAINS/NEET II,2019-03-27T14:03:19Z,3407653,91079,5067
897,Solutions 04 I Ideal and Non-Ideal Solutions - Rault's Law : +ve Deviatioan and -ve Deviation,2019-03-26T12:28:31Z,2136651,50118,3193
898,Electric Charges and Fields 10 | Torque on an Electric dipole Placed in a Uniform Electric Field II,2019-03-24T09:59:37Z,2337739,56757,3652
899,Solutions 03 I Relative Lowering of Vapour Pressure due to Non Volatile Solute -Colligative Property,2019-03-23T12:36:52Z,2319259,54775,2522
900,Electric Charges and Fields 09 | Electric Dipole - Electric Field on axis and Perpendicular Bisector,2019-03-23T04:47:42Z,3227855,82833,4113
901,Solutions 02 I Vapour Pressure of Solution of Two Volatile Liquids - RAULT'S Law JEEMAINS/NEET,2019-03-22T14:34:18Z,3758422,81495,6292
902,Electric Charges and Fields 08 | Electric Field 5 : Electric Field Lines IIT JEE MAINS/NEET,2019-03-21T11:57:13Z,2684772,62260,5452
903,Class 12 chapter 1 II Solutions 01 II Introduction and Concentration Terms (Old Videos Compilation),2019-03-21T00:40:31Z,7329059,154212,13187
904,"PhysicsWallah Live : Pdf Notes , Assignments from KOTA ,  Asli DeshBhakt ?",2019-03-19T17:21:14Z,345760,19789,2892
905,Electric Charges and Fields 07 | Electric Field 4 : Motion of a Charge Particle in an Electric Field,2019-03-18T09:13:39Z,2192892,48770,2743
906,Electric Charges and Fields 06 || Electric Field  Part 3 : Axis of a Charged Ring JEE MAINS/NEET,2019-03-17T09:03:24Z,2503705,57564,3400
